hi everybody my name is Jim Clark uh I (start: 6.798, duration: 5.719)
bombs and how do we do and how do we (start: 300.359, duration: 3.079)
handle these things in a disciplined (start: 302.000, duration: 3.240)
manner how do we address all of these (start: 303.440, duration: 3.759)
things and that&#39;s pretty much the rest (start: 305.239, duration: 3.839)
of the talk is going to be (start: 307.199, duration: 4.080)
about I don&#39;t know if bloat is the right (start: 309.079, duration: 4.599)
word bloat is yeah bloat is a good is a (start: 311.279, duration: 6.119)
is a good word here um so everyone has (start: 313.679, duration: 6.039)
the experience (start: 317.399, duration: 5.238)
of where how the content that you put in (start: 319.720, duration: 4.840)
your Docker image is maybe not the (start: 322.639, duration: 4.080)
content that you actually need to run (start: 324.559, duration: 3.880)
and sometimes that&#39;s because you need a (start: 326.720, duration: 3.960)
lot of tools to build and you don&#39;t need (start: 328.440, duration: 4.280)
those tools when you run but it&#39;s also (start: 330.679, duration: 3.799)
another thing there&#39;s a phenomenon of (start: 332.720, duration: 4.000)
the easiest thing to do is just to get (start: 334.479, duration: 3.801)
everything I mean it&#39;s a little bit like (start: 336.720, duration: 3.079)
when you&#39;re packing for a holiday the (start: 338.279, duration: 2.839)
easiest thing to do is just throw (start: 339.799, duration: 3.799)
everything in your suitcase but there is (start: 341.119, duration: 5.239)
actually a price to pay for that and um (start: 343.600, duration: 4.199)
on a plane it might be that it just (start: 346.359, duration: 4.800)
doesn&#39;t fit but in the in the world of (start: 347.799, duration: 6.920)
like content there&#39;s also the problem of (start: 351.160, duration: 5.519)
there&#39;s a bit of a tax if you&#39;ve got (start: 354.720, duration: 4.440)
content in that that you don&#39;t need and (start: 356.679, duration: 4.078)
let&#39;s just say that some of that content (start: 359.160, duration: 3.440)
becomes vulnerable you might have work (start: 360.759, duration: 5.401)
to do and so there isn&#39;t it it the the (start: 362.600, duration: 6.079)
ability to kind of like obsess a little (start: 366.160, duration: 5.758)
bit over only having the smallest amount (start: 368.679, duration: 5.238)
of content that you need sometimes that (start: 371.919, duration: 5.480)
Obsession provides is that&#39;s work for us (start: 373.919, duration: 5.241)
and what we&#39;re going to talk about today (start: 377.399, duration: 3.839)
is a way that you can kind of build up (start: 379.160, duration: 4.400)
to only having the content you need (start: 381.239, duration: 6.959)
easily so the key the key word here is (start: 383.559, duration: 4.638)
easily and that might make you think (start: 388.399, duration: 4.798)
about multi-stage builds is that not the (start: 391.279, duration: 4.519)
problem it solves and in some sense uh (start: 393.199, duration: 6.160)
it might I yeah it is right I mean (start: 395.799, duration: 5.480)
multi-stage builds are a great way of of (start: 399.359, duration: 4.519)
handling this you you&#39;ve you&#39;ve got one (start: 401.279, duration: 4.318)
stage to build up your build graph this (start: 403.880, duration: 3.438)
is everything that you need in order to (start: 405.598, duration: 4.320)
build your content and then what do you (start: 407.319, duration: 6.480)
do you copy out the minimal amount that (start: 409.919, duration: 7.321)
you need into into your runtime and that (start: 413.799, duration: 5.678)
sentence copy out the minimal amount (start: 417.239, duration: 4.798)
that you need how do you do that like (start: 419.479, duration: 4.719)
what does that even mean to go to to (start: 422.039, duration: 4.361)
take the content that you need from your (start: 424.199, duration: 5.040)
build and move it you have to understand (start: 426.399, duration: 5.798)
how to do that that is that that itself (start: 429.239, duration: 4.920)
is a kind of a piece of knowledge that (start: 432.199, duration: 3.960)
you need yeah this this requires (start: 434.160, duration: 3.559)
expertise you need to know what you need (start: 436.160, duration: 3.799)
to pull out of it uh sometimes if you (start: 437.720, duration: 4.079)
have a larger and more complex project (start: 439.959, duration: 3.200)
you&#39;re going to have Dynamic libraries (start: 441.799, duration: 2.720)
you&#39;re going to have things loaded only (start: 443.160, duration: 2.719)
at runtime you&#39;re going to have (start: 444.519, duration: 2.959)
scripting languages for which this is a (start: 445.878, duration: 3.720)
very non-trivial problem right right if (start: 447.479, duration: 4.000)
you can static build everything right (start: 449.598, duration: 3.841)
It&#39;s relatively simple but as soon as (start: 451.479, duration: 3.960)
you start having a more complex piece of (start: 453.440, duration: 4.039)
software uh now you don&#39;t know did I (start: 455.440, duration: 4.598)
grab too much did I grab too little uh (start: 457.479, duration: 4.040)
are the errors I&#39;m going to run into (start: 460.039, duration: 3.000)
only going to show up in production (start: 461.519, duration: 3.039)
because those code pads only show up (start: 463.039, duration: 3.279)
there and I don&#39;t have a way to verify (start: 464.559, duration: 4.318)
did I get everything I needed and (start: 466.319, duration: 4.040)
sometimes fixing this is easy sometimes (start: 468.878, duration: 3.361)
it&#39;s hard but it always if you tend to (start: 470.359, duration: 3.720)
try to like hope for the best it always (start: 472.239, duration: 3.200)
tends to bite you and it tends to bite (start: 474.079, duration: 3.398)
you at the worst possible moment so how (start: 475.440, duration: 3.438)
do we make it so that we actually know (start: 477.479, duration: 3.119)
UPF front whether or not we have (start: 478.878, duration: 3.440)
everything that we (start: 480.598, duration: 4.841)
need so for for modularity the way I (start: 482.319, duration: 6.280)
like to think about it is as developers (start: 485.440, duration: 5.039)
how do we approach (start: 488.598, duration: 3.760)
modularity when you have something that (start: 490.479, duration: 4.719)
you want to reuse you put it in a (start: 492.359, duration: 5.599)
library you package it up you give (start: 495.199, duration: 4.400)
people the git coordinate for it and you (start: 497.959, duration: 2.759)
share (start: 499.598, duration: 4.640)
it and in some ways when we&#39;ve figured (start: 500.720, duration: 7.158)
out how to do uh to to package our our (start: 504.239, duration: 6.359)
image why don&#39;t we use aim SAR sort of (start: 507.878, duration: 5.241)
technique and so one of one of the (start: 510.598, duration: 3.880)
things that we&#39;re going to try to (start: 513.119, duration: 3.039)
impress upon you today is that we (start: 514.479, duration: 4.039)
actually can do something very similar (start: 516.158, duration: 4.960)
in this sphere yeah and this is just (start: 518.518, duration: 4.160)
kind of an example of showing that I (start: 521.119, duration: 3.279)
want to bring in wisdom from two (start: 522.679, duration: 3.519)
different sources maybe it&#39;s a best (start: 524.398, duration: 3.841)
practice maybe it&#39;s a company policy (start: 526.200, duration: 3.680)
maybe it&#39;s how my particular language (start: 528.239, duration: 3.519)
ecosystem is supposed to work but I want (start: 529.880, duration: 3.480)
to bring those in and use all those (start: 531.760, duration: 3.920)
pieces of wisdom at once but notice how (start: 533.359, duration: 3.680)
this kind of looks like there&#39;s kind of (start: 535.679, duration: 3.359)
two things that I need to inherit from (start: 537.039, duration: 4.320)
right right not one it starts to look (start: 539.039, duration: 4.798)
not like that stack or that list that we (start: 541.359, duration: 4.519)
looked at before but it starts to look (start: 543.838, duration: 3.881)
more like using libraries it starts to (start: 545.880, duration: 3.638)
look like the sort of read use and (start: 547.719, duration: 3.519)
modularity that developers are often (start: 549.518, duration: 4.480)
familiar with so but how do we do this (start: 551.239, duration: 4.119)
how do we do this in in a structured (start: 554.000, duration: 2.880)
manner how do we do this again in a way (start: 555.359, duration: 3.479)
that uh imposes like the correct (start: 556.880, duration: 4.679)
controls that we (start: 558.838, duration: 2.720)
want so this is this is a slide I like (start: 561.838, duration: 5.080)
um maybe it&#39;s a little bit too abstract (start: 564.719, duration: 5.519)
but I like to think about what is Docker (start: 566.919, duration: 8.038)
build um what is the the docker file (start: 570.239, duration: 7.598)
it&#39;s a way for us it&#39;s it&#39;s it&#39;s a (start: 574.958, duration: 4.880)
function that we can run where the (start: 577.838, duration: 3.240)
output (start: 579.838, duration: 6.440)
is the output are layers of content and (start: 581.078, duration: 7.880)
what are the inputs to that function so (start: 586.278, duration: 4.841)
if you squint at a at a Docker file you (start: 588.958, duration: 5.361)
realize okay it this this defines my (start: 591.119, duration: 6.440)
function the inputs are things like from (start: 594.320, duration: 5.360)
lines what content (start: 597.559, duration: 5.559)
where where am I starting with um (start: 599.679, duration: 5.158)
statements like copies when I want to (start: 603.119, duration: 4.440)
copy something from a multi-stage build (start: 604.838, duration: 6.600)
or in the or just a run line where I (start: 607.559, duration: 5.480)
might you know grab some content from (start: 611.440, duration: 4.880)
the internet where I guess the uh input (start: 613.039, duration: 7.119)
to my function is uh the internet so (start: 616.320, duration: 6.880)
learning how the how we can control (start: 620.159, duration: 5.880)
those inputs so that we can consistent (start: 623.200, duration: 4.960)
so that we have consistent verifiable (start: 626.039, duration: 4.440)
outputs that&#39;s one of the that&#39;s one of (start: 628.159, duration: 4.079)
the big things that we&#39;re going to be uh (start: 630.479, duration: 4.199)
addressing in the next section yeah when (start: 632.239, duration: 4.000)
you contact the internet right anything (start: 634.679, duration: 3.880)
can happen and it also means that now (start: 636.239, duration: 4.239)
like all your efforts to try to control (start: 638.559, duration: 4.440)
what went into your software goes a (start: 640.479, duration: 4.199)
little bit Haywire right what did you (start: 643.000, duration: 3.638)
just put into your software it could be (start: 644.679, duration: 3.119)
something that you need something that (start: 646.638, duration: 2.161)
you don&#39;t need it might have been (start: 647.799, duration: 2.759)
changed along the way right how do you (start: 648.799, duration: 4.199)
verify this right so every time you go (start: 650.559, duration: 5.199)
do this uncontrolled access either to a (start: 653.000, duration: 4.638)
build context or to the internet or just (start: 655.760, duration: 4.159)
do something that kind of breaks out and (start: 657.638, duration: 3.720)
tries to pull these things in it&#39;s very (start: 659.919, duration: 4.440)
pragmatic right it&#39;s very useful but now (start: 661.359, duration: 4.239)
we&#39;ve kind of thrown a lot of the (start: 664.359, duration: 2.839)
control and the repeatability right (start: 665.599, duration: 2.918)
there&#39;s all these kind of words we keep (start: 667.200, duration: 3.319)
using about how do I go back in time how (start: 668.518, duration: 4.201)
do I debug how do I figure out whether (start: 670.518, duration: 3.559)
or not okay it worked for you but not (start: 672.719, duration: 3.239)
worked for me like we end up with this (start: 674.078, duration: 3.641)
problem of works on my machine and not (start: 675.958, duration: 4.281)
yours even in the context of containers (start: 677.719, duration: 4.960)
as I try to build the one that you did (start: 680.239, duration: 6.440)
so we have a we have a problem to solve (start: 682.679, duration: 4.000)
here so for me this is one of the things (start: 687.958, duration: 6.040)
that really made NYX kind of an an (start: 690.919, duration: 5.800)
important part of my my tool chain (start: 694.000, duration: 5.559)
because for a c i I&#39;ve I know enough (start: 696.719, duration: 5.280)
about Docker files that I can be very (start: 699.559, duration: 4.360)
confident that I&#39;m keeping my CI and my (start: 702.000, duration: 4.399)
production environments in (start: 703.919, duration: 4.519)
sync but there was a point where I (start: 706.398, duration: 4.559)
started to realize that my development (start: 708.440, duration: 4.599)
environments I wasn&#39;t really even trying (start: 710.958, duration: 4.640)
to keep them in sync with my my CI and (start: 713.039, duration: 4.280)
production environments that that moment (start: 715.599, duration: 3.960)
when I ask everyone on the team hey (start: 717.320, duration: 4.360)
we&#39;re we&#39;re we&#39;re deploying this version (start: 719.559, duration: 4.959)
we&#39;re using this version of npm what (start: 721.679, duration: 4.519)
what what are people on in their local (start: 724.518, duration: 3.280)
environments and you know people list a (start: 726.200, duration: 3.319)
whole bunch of it&#39;s just entropy like (start: 727.799, duration: 3.680)
there&#39;s nothing if there&#39;s nothing if (start: 729.518, duration: 3.520)
there&#39;s no common definition that&#39;s (start: 731.479, duration: 4.039)
keeping those in sync then they have a (start: 733.039, duration: 5.880)
tendency to to get out of sync and this (start: 735.518, duration: 5.640)
is this was really interesting that I (start: 738.919, duration: 4.598)
was able to like start looking at a (start: 741.159, duration: 4.440)
development environment and end up using (start: 743.518, duration: 6.160)
that same definition to drive my uh (start: 745.599, duration: 6.199)
environment I mean what we want here is (start: 749.679, duration: 4.000)
we want all these things to like operate (start: 751.799, duration: 3.759)
in the same way in the same predictable (start: 753.679, duration: 4.278)
Manner and how do we do so well how (start: 755.559, duration: 4.159)
about we try to set a standard like Hey (start: 757.958, duration: 3.559)
try to run the same bits everywhere (start: 759.719, duration: 2.960)
that&#39;s a good way at least to get (start: 761.518, duration: 2.440)
started maybe you know some (start: 762.679, duration: 3.319)
configuration might be different but (start: 763.958, duration: 4.361)
let&#39;s just run the same stuff and have a (start: 766.000, duration: 4.360)
commonality of behavior a commonality of (start: 768.320, duration: 4.318)
outcomes so that you don&#39;t have a well (start: 770.359, duration: 4.400)
this is a bug in prod but not in Ci or (start: 772.638, duration: 4.401)
it&#39;s a bug locally but not anywhere else (start: 774.760, duration: 3.878)
right these discrepancies are what slows (start: 777.039, duration: 3.598)
us down as developers it slows down that (start: 778.638, duration: 2.960)
inner (start: 780.638, duration: 3.520)
loop so that&#39;s kind of like a a (start: 781.599, duration: 5.238)
description of the problem um now let&#39;s (start: 784.159, duration: 4.678)
get a in a little bit into what what (start: 786.838, duration: 4.559)
some of the solutions might look (start: 788.838, duration: 5.640)
like so uh about a decade ago came (start: 791.398, duration: 5.721)
across this thing uh called NYX and one (start: 794.479, duration: 5.359)
of its uh kind of early phrases that&#39;s (start: 797.119, duration: 5.119)
in the original thesis is that uh NYX is (start: 799.838, duration: 4.119)
about getting computer programs from one (start: 802.239, duration: 3.480)
machine to another and having them still (start: 803.958, duration: 3.841)
work when they get there I think that&#39;s (start: 805.719, duration: 4.238)
a that&#39;s a statement we can all agree we (start: 807.799, duration: 4.158)
want I mean that&#39;s essentially the (start: 809.958, duration: 4.440)
mission statement I&#39;d say of most people (start: 811.958, duration: 3.841)
writing software you don&#39;t just write (start: 814.398, duration: 3.040)
software for yourself you write software (start: 815.799, duration: 3.440)
so that other people can run it or that (start: 817.440, duration: 3.599)
it can be useful for other people as (start: 819.239, duration: 3.200)
well we don&#39;t just kind of look (start: 821.039, duration: 2.839)
internally we want to be able to push (start: 822.440, duration: 2.920)
things out and have reuse we want to be (start: 823.880, duration: 3.160)
able to distribute our services and (start: 825.359, duration: 3.960)
scale them right this is what this is (start: 827.039, duration: 4.798)
something that we want to do and uh this (start: 829.320, duration: 5.078)
is something that like NX does right and (start: 831.838, duration: 4.000)
this is uh something that we&#39;ve been (start: 834.398, duration: 3.520)
doing since about 2003 right we got a (start: 835.838, duration: 3.881)
whole bunch of packages is we focus a (start: 837.919, duration: 4.479)
lot on correctness and Providence and (start: 839.719, duration: 4.960)
reproducibility we incorporate a lot of (start: 842.398, duration: 4.321)
these best practices that we talk about (start: 844.679, duration: 3.799)
we incorporate them very early in a very (start: 846.719, duration: 3.519)
like disciplined manner you know (start: 848.479, duration: 3.400)
sometimes so disciplined that it might (start: 850.239, duration: 2.838)
be a little painful it&#39;s kind of like (start: 851.880, duration: 2.839)
eating your vegetables but we make sure (start: 853.078, duration: 4.600)
you do it um that also comes with a a (start: 854.719, duration: 4.400)
bit of a learning curve right this is (start: 857.679, duration: 3.039)
something that flock is working on we&#39;re (start: 859.119, duration: 3.279)
trying to make that adoption process (start: 860.719, duration: 3.880)
easier so you know keep an eye out for (start: 862.398, duration: 4.321)
that work uh Upstream I&#39;m also part of (start: 864.599, duration: 3.759)
the Nyx maintainer group that&#39;s also (start: 866.719, duration: 3.918)
part of trying to make this whole effort (start: 868.359, duration: 4.239)
better to make it usable but we want to (start: 870.638, duration: 3.720)
have declarative a framework right (start: 872.599, duration: 3.479)
that&#39;s what we want to be able to (start: 874.359, duration: 3.759)
leverage and the last piece of this is (start: 876.078, duration: 3.641)
like yeah there&#39;s also like a perception (start: 878.119, duration: 3.319)
problem about this ecosystem so part of (start: 879.719, duration: 3.160)
this talk is to try to kind of talk (start: 881.440, duration: 3.078)
about that perception problem and see (start: 882.880, duration: 3.160)
what we could do to to fix this because (start: 884.518, duration: 3.801)
there are some changes here and we want (start: 886.039, duration: 4.280)
to also expose that like there is real (start: 888.320, duration: 4.480)
use behind this you know for example (start: 890.320, duration: 4.400)
yesterday&#39;s keynote was talking about (start: 892.799, duration: 4.000)
the uh Docker debugger extension that&#39;s (start: 894.719, duration: 4.000)
using ncks under the hood as well like (start: 896.799, duration: 3.479)
you&#39;re starting to see a lot more people (start: 898.719, duration: 3.559)
take advantage of this and we have a (start: 900.278, duration: 4.600)
Blog series pointing this out so I just (start: 902.278, duration: 3.960)
want to kind of highlight that these are (start: 904.880, duration: 4.119)
the sorts of things we&#39;re working (start: 906.239, duration: 5.920)
on yeah and ultimately like Docker is (start: 909.000, duration: 5.480)
also a tool for moving software from one (start: 912.159, duration: 6.639)
place to another and so what we&#39;re and (start: 914.479, duration: 6.158)
and it&#39;s actually pretty frequent for (start: 918.799, duration: 5.278)
people to think about Docker versus NYX (start: 920.638, duration: 6.000)
like there there&#39;s a the you if that&#39;s (start: 924.078, duration: 3.841)
the that&#39;s the thing that you&#39;re going (start: 926.638, duration: 4.119)
to see if you search online like do I (start: 927.919, duration: 5.800)
use Docker or do I use NYX and what (start: 930.758, duration: 4.921)
we&#39;re talking about here is Docker and (start: 933.719, duration: 4.479)
Nyx couple of the couple of the reasons (start: 935.679, duration: 4.239)
is that well I mean they they are (start: 938.198, duration: 3.480)
distinct in some ways Docker is a (start: 939.919, duration: 3.640)
container runtime NYX is container (start: 941.679, duration: 4.360)
agnostic NYX has a package repository (start: 943.559, duration: 5.360)
docker&#39;s package agnostic and although (start: 946.039, duration: 5.119)
there there there are ways where we have (start: 948.919, duration: 4.000)
to admit I mean there&#39;s a lot of overlap (start: 951.159, duration: 3.358)
here like they both deal with the (start: 952.919, duration: 4.079)
problem of in install conflicts they&#39;re (start: 954.518, duration: 5.119)
they both have their own ways (start: 957.000, duration: 4.480)
of of looking at (start: 959.638, duration: 5.401)
isolation but they are it turns out that (start: 961.479, duration: 5.559)
that when you when you look at this you (start: 965.039, duration: 4.199)
you I think or at least what we&#39;re what (start: 967.039, duration: 3.960)
we&#39;re we&#39;re trying to experiment with (start: 969.239, duration: 4.800)
here is that they&#39;re very complimentary (start: 971.000, duration: 5.119)
approaches and so that&#39;s what that&#39;s (start: 974.039, duration: 4.238)
what we&#39;re going to get into next yeah a (start: 976.119, duration: 3.359)
lot of what we&#39;re trying to figure out (start: 978.278, duration: 3.081)
is how do we leverage those strengths of (start: 979.479, duration: 3.680)
both and how do we integrate them well (start: 981.359, duration: 4.760)
so that it kind of meets the needs of (start: 983.159, duration: 6.678)
users so um I I don&#39;t know if this helps (start: 986.119, duration: 6.440)
you but this helped me on my journey to (start: 989.838, duration: 4.520)
kind of understand that we&#39;ve got this (start: 992.559, duration: 4.440)
thing called the file hierarchy standard (start: 994.359, duration: 5.800)
FHS and really that&#39;s a way of (start: 997.000, duration: 4.758)
discovering programs and it&#39;s kind of (start: 1000.159, duration: 3.759)
saying hey if you&#39;re looking for a lib (start: 1001.758, duration: 4.960)
where should you go look in user lib if (start: 1003.919, duration: 5.559)
you&#39;re looking for a bin look in bin if (start: 1006.719, duration: 5.840)
uh and the the thing about uh about (start: 1009.479, duration: 6.000)
Nicks or the thing about like about (start: 1012.559, duration: 6.360)
standards like that is what if you have (start: 1015.479, duration: 6.079)
say a program like (start: 1018.919, duration: 5.519)
node and you got two versions you&#39;re in (start: 1021.559, duration: 4.440)
one project you want to use one version (start: 1024.438, duration: 3.400)
in another prod project you want to use (start: 1026.000, duration: 3.959)
another one they conflict like who gets (start: 1027.838, duration: 6.401)
to be user local bin node on your (start: 1029.958, duration: 8.161)
machine and Docker has a solution for (start: 1034.239, duration: 6.880)
that you isolate runtimes every runtime (start: 1038.119, duration: 6.039)
gets to make his own choice NYX also has (start: 1041.119, duration: 5.280)
a solution for that throw away the file (start: 1044.160, duration: 3.918)
hierarchy standard I never really (start: 1046.400, duration: 2.960)
thought could throw away the file (start: 1048.078, duration: 2.960)
hierarchy standard every time I&#39;ve used (start: 1049.359, duration: 3.920)
Linux it&#39;s been there I thought I (start: 1051.038, duration: 4.560)
thought it came I I just thought it was (start: 1053.280, duration: 4.920)
the 11th commandment well there and (start: 1055.599, duration: 5.239)
there you you can use that but and there (start: 1058.199, duration: 3.960)
are conventions there that are very (start: 1060.839, duration: 3.319)
useful but if we&#39;re trying to solve this (start: 1062.160, duration: 3.398)
problem of having software work no (start: 1064.160, duration: 3.119)
matter where it goes you can&#39;t have (start: 1065.558, duration: 4.040)
conflicts right this idea of conflicts (start: 1067.280, duration: 4.079)
once you have no conflicts between (start: 1069.599, duration: 3.519)
different packages or different uh run (start: 1071.359, duration: 3.319)
times or different programs different (start: 1073.119, duration: 3.759)
libraries you start to expose some (start: 1074.678, duration: 4.080)
interesting possibilities yeah and also (start: 1076.880, duration: 5.400)
personal story here I thought that that (start: 1078.760, duration: 5.679)
was going to blow my workflow completely (start: 1082.280, duration: 4.159)
out of the water the idea that my path (start: 1084.439, duration: 3.920)
environment wouldn&#39;t have like user bins (start: 1086.439, duration: 4.118)
and user local bins I was like well (start: 1088.359, duration: 4.599)
that&#39;s just not going to work and it&#39;s (start: 1090.558, duration: 4.119)
one of the few things like it&#39;s one of (start: 1092.959, duration: 4.519)
the things I didn&#39;t notice like it as I (start: 1094.678, duration: 5.480)
moved to Nyx I never noticed that I (start: 1097.479, duration: 4.639)
didn&#39;t have anything in user bin anymore (start: 1100.159, duration: 4.639)
so I my prediction was that this was (start: 1102.119, duration: 5.519)
